question,positive_node_id
র‍্যাকিসের হাইপোডার্মিস কোন টিস্যু দিয়ে গঠিত?,22
পত্রকের ঊর্ধ্বত্বক ও নিম্নত্বক কত সারি কোষ দিয়ে গঠিত?,22
পত্রকের মেসোফিল প্যারেনকাইমার বৈশিষ্ট্য কী ?,22
মধ্যশিরা অঞ্চলে ভাস্কুলার বান্ডলের সাথে কোন দুটি স্তর যুক্ত থাকে?,22
Pteris-এর জীবনচক্রে দু ধরনের উদ্ভিদ থাকে—এই দুটির নাম কী?,23
Pteris-এর স্পোরোফাইটিক উদ্ভিদে কোন ধরনের জনন ঘটে?,23
Pteris-এর গ্যামিটোফাইটিক উদ্ভিদে কোন ধরনের জনন প্রক্রিয়া ঘটে?,23
পরিণত রাইজোম থেকে নতুন উদ্ভিদ তৈরি হওয়া Pteris-এর কোন ধরনের জননের উদাহরণ?,24
রাইজোমের খণ্ডিত অংশ কীভাবে নতুন স্পোরোফাইটে পরিণত হয়—সংক্ষেপে লিখ।,24
অঙ্গজ জননে রাইজোমের কোন অংশগুলো নতুন মূল ও পাতা সৃষ্টি করে?,24
Pteris-এ অঙ্গজ জনন কেন সহজে ঘটে—রাইজোমের বৈশিষ্ট্য দিয়ে ব্যাখ্যা কর।,24
Pteris-এ অযৌন জননে জননকোষ কোনটি এবং এটি কোথায় তৈরি হয়?,25
Pteris-এর পরিণত পত্রকের কোন অংশে স্পোরাঞ্জিয়া দেখা যায়?,25
স্পোরাঞ্জিয়া গুচ্ছাকারে থাকলে সেই গুচ্ছের নাম কী?,25
সোরাস দেখতে কেমন ?,25
স্পোরাঞ্জিয়াম উৎপন্নকারী টিস্যুর নাম কী ?,25
পিনার কিনারা ভেতরের দিকে বেঁকে সোরাস ঢেকে রাখলে সেই ঢাকনি অংশকে কী বলে?,25
স্পোরাঞ্জিয়ামের ক্যাপসিউলের প্রধান অংশগুলো কী কী?,25
অ্যানুলাস (annulus) কোথায় থাকে এবং এর প্রাচীরের বৈশিষ্ট্য কী?,25
স্টোমিয়াম (stomium) কী এবং স্পোর নির্গমনে এর ভূমিকা কী?,25
একটি স্পোরাঞ্জিয়ামে স্পোর মাতৃকোষ কতটি এবং মোট স্পোর কতটি তৈরি হয়?,25
পরিণত স্পোরের বৈশিষ্ট্য লিখ,25
প্রোথ্যালাসে আর্কিগোনিয়াম সাধারণত কোথায় উৎপন্ন হয় ?,26
প্রোথ্যালাসে অ্যান্থেরিডিয়াম সাধারণত কোথায় উৎপন্ন হয়?,26
আর্কিগোনিয়ামের দুই অংশের নাম কী এবং কোন অংশে ডিম্বাণু থাকে?,26
আর্কিগোনিয়ামে গ্রীবা নালিকা কোষ ও উদরীয় নালিকা কোষ পরিণত হলে কী হয়?,26
আর্কিগোনিয়ামের নালি পথটি কোন দুই পদার্থ দ্বারা পূর্ণ থাকে?,26
অ্যান্থেরিডিয়ামের আবরণে বিশেষ কোষ দুটি কী?,26
অ্যান্থেরিডিয়ামে শুক্রাণু মাতৃকোষকে কী বলা হয়?,26
ম্যালিক অ্যাসিড কীভাবে শুক্রাণুকে ডিম্বাণুর দিকে আকৃষ্ট করতে সাহায্য করে?,26
নিষেকের ফলে যে ডিপ্লয়েড কোষ তৈরি হয় তার নাম কী এবং পরে কী সৃষ্টি করে?,26
Pteris-এর জনুঃক্রমে কোন দুটি পর্যায় পর্যায়ক্রমে দেখা যায়?,27
স্পোরোফাইটিক পর্যায়ে স্পোর কীভাবে তৈরি হয় ?,27
প্রোথ্যালাস কীভাবে তৈরি হয়?,27
Pteris-এর জনুঃক্রমকে ডিপ্লোবায়োন্টিক বলা হয় কেন?,27
Pteris-এর অর্থনৈতিক গুরুত্ব কী?,28
Riccia ও Pteris-এর মধ্যে পরিবহণ টিস্যু (vascular tissue) দিক থেকে পার্থক্য কী?,29
Riccia ও Pteris-এর স্পোর অঙ্কুরোদগমের পার্থক্য কী?,29
Riccia ও Pteris-এর শুক্রাণুর ফ্ল্যাজেলার সংখ্যার দিক থেকে পার্থক্য কী?,29
Riccia ও Pteris-এর পার্থক্য কী?,29
ব্রায়োফাইটা বিভাগে উদ্ভিদসমূহকে মোট কয়টি শ্রেণিতে বিন্যস্ত করা হয়েছে?,3
আদি বৈশিষ্ট্য অনুযায়ী অধিকাংশ ব্রায়োফাইট দেহগঠন কেমন?,4
ব্রায়োফাইটের আদি বৈশিষ্ট্য তালিকায় স্পোরের প্রকৃতি কী?,4
Anthoceros ক্যাপসিউলে যে উন্নত বৈশিষ্ট্যগুলো লিখ।,5
Riccia-এর শ্রেণিবিন্যাসে Kingdom কী?,9
Riccia-এর শ্রেণিবিন্যাসে Grade কী?,9
Riccia-এর শ্রেণিবিন্যাসে Genus নাম কী?,9
Riccia কোন Family-এর অন্তর্গত—নাম লিখ।,9
Pteris-এর শ্রেণিবিন্যাসে Kingdom কী?,18
Pteris-এর শ্রেণিবিন্যাসে Genus নাম কী?,18
Pteris-এর শ্রেণিবিন্যাসে Class কোনটি?,18
Pteris-এর স্পোরোফাইট উদ্ভিদে কোন ধরনের জনন প্রক্রিয়া ঘটে?,23
Pteris-এর গ্যামিটোফাইট উদ্ভিদে কোন ধরনের জনন প্রক্রিয়া ঘটে?,23
Pteris-এ যৌন জনন কোন পর্যায়ে সীমাবদ্ধ?,23
অপুষ্পক উদ্ভিদ বলতে কী বোঝায় এবং শৈবাল ও ছত্রাক কোন অর্থে অপুষ্পক?,31
ক্রিপ্টোগ্যামস ও ফ্যানেরোগ্যামসের মধ্যে পার্থক্য কী এবং শৈবাল-ছত্রাক কোন দলে পড়ে?,31
শৈবাল ও ছত্রাক উভয়ই অপুষ্পক উদ্ভিদ হলেও এদের মধ্যে মৌলিক পার্থক্য কী?,31
শৈবাল ও ছত্রাক উভয়ই অপুষ্পক হলেও তাদের খাদ্যাভ্যাসে পার্থক্য কী?,31
শৈবাল ও ছত্রাকের মধ্যে প্রধান পার্থক্য কী?,31
শৈবাল স্বভোজী কিন্তু ছত্রাক পরভোজী কেন?,31
শৈবালে ক্লোরোপ্লাস্ট থাকলেও ছত্রাকে নেই — এ কারণে পুষ্টি গ্রহণে এরা কীভাবে আলাদা?,31
Phycology বা শৈবালবিদ্যা কী?,32
এককোষী ও বহুকোষী শৈবালের মধ্যে পার্থক্য কী? উদাহরণ দাও।,32
এন্ডোফাইট শৈবাল কাকে বলে?,32
ফাইটোপ্ল্যাংকটন কাকে বলে?,32
বেনথিক শৈবাল কাকে বলে?,32
মিঠা পানির শৈবাল ও লোনা পানির শৈবালের মধ্যে কি কোনো পার্থক্য আছে?,32
লিথোফাইট শৈবাল কোথায় জন্মায়?,32
শৈবাল কাকে বলে?,32
শৈবাল কি শুধু জলজ? স্থলজ শৈবালের উদাহরণসহ ব্যাখ্যা করো।,32
শৈবাল কোথায় কোথায় জন্মাতে পারে — বিভিন্ন আবাসস্থলের উল্লেখসহ বর্ণনা করো।,32
শৈবালকে 'নিম্নশ্রেণির উদ্ভিদ' বলার কারণ কী?,32
জীবজগতে শৈবালের অবস্থান কীভাবে ব্যাখ্যা করা হয়?,33
ড. লিন মার্গুলিস-এর মতে শৈবাল কোন জগতের অন্তর্গত?,33
ড. লিন মার্গুলিসের মতে শৈবাল কোন রাজ্যের অন্তর্গত?,33
বেনথাম-হুকারের মতে শৈবালের শ্রেণিবিন্যাসগত অবস্থান কী?,33
শৈবালকে থ্যালোফাইটা বিভাগে রাখা হয় কেন?,33
শৈবালের শ্রেণিবিন্যাসে বিভিন্ন বিজ্ঞানীর মতে পার্থক্য কোথায়?,33
সুপারকিংডম ইউক্যারিওটার অন্তর্গত হওয়ার শর্ত কী এবং শৈবাল কি সেই শর্ত পূরণ করে?,33
শৈবাল আলো ছাড়া জন্মাতে পারে না — এর কারণ কী?,34
শৈবাল সমাঙ্গদেহী (থ্যালয়েড) বলতে কী বোঝায়?,34
শৈবাল সালোকসংশ্লেষণকারী স্বভোজী উদ্ভিদ — এই বৈশিষ্ট্যটির তাৎপর্য কী?,34
শৈবালকে কেন সমাঙ্গদেহী বলা হয়?,34
"শৈবালে সত্যিকার মূল, কাণ্ড ও পাতা না থাকলে পানি ও খনিজ লবণ কীভাবে শোষণ করে?",34
শৈবালের কোষপ্রাচীর প্রধানত কী দিয়ে গঠিত?,34
শৈবালের জননাঙ্গ একটি কোষ দ্বারা গঠিত — এটি অন্য উদ্ভিদ থেকে কীভাবে আলাদা?,34
শৈবালের জাইগোট কি স্ত্রীজননাঙ্গে ভ্রূণে পরিণত হয়?,34
শৈবালের বৈশিষ্ট্য লিখ।,34
Prochlorococcus ও Macrocystis-এর মধ্যে আকারগত পার্থক্য কতটুকু?,35
Spirogyra-তে ক্লোরোপ্লাস্ট কেমন আকৃতির হয়?,35
Ulothrix-এ ক্লোরোপ্লাস্টের আকৃতি কেমন?,35
"ফিলামেন্টাস, কলোনিয়াল ও এককোষী শৈবালের মধ্যে পার্থক্য কী?",35
শৈবালের দেহ কীভাবে থ্যালাস গঠন করে?,35
শৈবালের দৈহিক গঠনের বৈচিত্র্য বর্ণনা করো।,35
শৈবালের বিভিন্ন রূপরেখা (আকার ও আকৃতি) বর্ণনা করো।,35
সচল এককোষী শৈবালের উদাহরণ দাও।,35
সচল কলোনিয়্যাল শৈবালের উদাহরণ কী?,35
সিনোসাইটিক নলাকার শৈবালের উদাহরণ দাও।,35
Vaucheria-কে কেন সিনোসাইটিক শৈবাল বলা হয়?,36
শৈবালের কোষপ্রাচীর কী দিয়ে তৈরি এবং এর কাজ কী?,36
শৈবালের কোষীয় গঠন উচ্চশ্রেণির উদ্ভিদকোষের মতো — মিল ও অমিলগুলো কী?,36
শৈবালের কোষীয় গঠন সংক্ষেপে লিখ।,36
শৈবালের কোষে পিগমেন্ট কোথায় থাকে এবং সালোকসংশ্লেষণে এর ভূমিকা কী?,36
শৈবালের ক্লোরোপ্লাস্টের বিশেষ বৈশিষ্ট্য কী?,36
সব শৈবাল সুকেন্দ্রিক — এর অর্থ কী?,36
সিনোসাইটিক শৈবাল কাকে বলে?,36
Bioluminescence কী এবং কোন শৈবালের জন্য হয়?,37
Chlorophyta শ্রেণির শৈবালের পিগমেন্ট ও সঞ্চিত খাদ্য কী?,37
Chrysophyta ও Phaeophyta শ্রেণির মধ্যে পার্থক্য কী?,37
Cyanophyta বা নীলাভ-সবুজ শৈবাল কেন বিশেষ গুরুত্বপূর্ণ?,37
Pyrrophyta-র জন্য Red tide কেন হয়?,37
Rhodophyta (লাল শৈবাল)-এর বিশেষ বৈশিষ্ট্য কী এবং উদাহরণ দাও।,37
পৃথিবীর মোট ফটোসিনথেসিসের কত ভাগ শৈবাল সম্পন্ন করে?,37
বাদামি শৈবালে কোন পিগমেন্ট থাকে?,37
লোহিত শৈবালে সঞ্চিত খাদ্য কী?,37
শৈবালের বিভিন্ন শ্রেণিতে সঞ্চিত খাদ্যের পার্থক্য কী?,37
সবুজ শৈবালে সঞ্চিত খাদ্য কী?,37
শৈবালে কোন কোন উপায়ে বংশবৃদ্ধি হয়?,38
শৈবালের জনন কত প্রকার ও কী কী?,38
শৈবালের জনন সম্পর্কে সংক্ষেপে লিখ।,38
Euglena-তে অঙ্গজ জনন কীভাবে ঘটে?,39
এককোষী শৈবালে কোষ বিভাজনের মাধ্যমে অঙ্গজ জনন কীভাবে ঘটে? উদাহরণ দাও।,39
খণ্ডায়ন (Fragmentation) প্রক্রিয়ায় শৈবালের জনন কীভাবে হয়?,39
খণ্ডায়নের মাধ্যমে শৈবালের জননের উদাহরণ দাও।,39
টিউবার সৃষ্টির মাধ্যমে অঙ্গজ জনন কোন শৈবালে দেখা যায়?,39
বহুকোষী ফিলামেন্টাস শৈবালে খণ্ডায়ন কীভাবে কাজ করে?,39
শৈবালে অঙ্গজ জনন কীভাবে ঘটে — পদ্ধতিগুলো বর্ণনা করো।,39
শৈবালের অঙ্গজ জনন কীভাবে হয়?,39
হরমোগোনিয়া কাকে বলে?,39
হেটারোসিস্ট কী কাজ করে?,39
Ulothrix-এ অযৌন জননে কোন ধরনের স্পোর ব্যবহৃত হয়?,40
অক্সোস্পোর কোন ধরনের শৈবালে দেখা যায়?,40
অটোস্পোরের উদাহরণ দাও।,40
অ্যাপ্ল্যানোস্পোর কী?,40
জুস্পোর (Zoospore) কী এবং এটি অ্যাপ্ল্যানোস্পোর থেকে কীভাবে আলাদা?,40
জুস্পোর কাকে বলে?,40
শৈবালে অযৌন জনন কোন কোন পদ্ধতিতে ঘটে?,40
শৈবালে স্পোর সৃষ্টির মাধ্যমে অযৌন জনন কীভাবে ঘটে?,40
শৈবালের অযৌন জনন কীভাবে হয়?,40
শৈবালের অযৌন জনন কোন পরিবেশে বেশি দেখা যায়?,40
হিপনোস্পোর কখন গঠিত হয়?,40
Fucus-এ কোন ধরনের যৌন জনন দেখা যায়?,41
Spirogyra-তে কনজুগেশন পদ্ধতিতে যৌন জনন কীভাবে ঘটে?,41
অ্যানাইসোগ্যামি ও উগ্যামির মধ্যে পার্থক্য কী?,41
আইসোগ্যামি কাকে বলে?,41
"আইসোগ্যামি, অ্যানাইসোগ্যামি ও উগ্যামির মধ্যে পার্থক্য কী?",41
শৈবালে যৌন জনন কোন কোন পদ্ধতিতে ঘটে?,41
শৈবালের যৌন জনন ও অযৌন জননের মধ্যে তুলনামূলক আলোচনা করো।,41
শৈবালের যৌন জনন কীভাবে ঘটে?,41
হেটারোথ্যালিক শৈবাল কাকে বলে?,41
হোমোথ্যালিক ও হেটারোথ্যালিক শৈবালের মধ্যে পার্থক্য কী? উদাহরণ দাও।,41
হোমোথ্যালিক শৈবাল কাকে বলে?,41
Ulothrix কী ধরনের শৈবাল?,42
Ulothrix সম্পর্কে সংক্ষেপে লিখ।,42
Ulothrix কোন class-এর অন্তর্গত?,43
Ulothrix কোন division-এর অন্তর্গত?,43
Ulothrix-এর শ্রেণিবিন্যাস লিখ।,43
Ulothrix-এর শ্রেণিবিন্যাসে Kingdom Plantae এর অর্থ কী?,43
Ulothrix-এর সম্পূর্ণ শ্রেণিবিন্যাস Division থেকে Genus পর্যন্ত লিখো।,43
Ulothrix-কে Chlorophyceae শ্রেণিতে রাখার কারণ কী?,43
Ulotrichales বর্গের অন্তর্গত হওয়ার শর্ত কী?,43
Ulothrix কি শুধু মিঠা পানিতে জন্মায়?,44
Ulothrix মিঠা পানিতে বেশি জন্মানোর কারণ কী?,44
Ulothrix শৈবাল কোন ধরনের জলাশয়ে পাওয়া যায়?,44
Ulothrix শৈবাল সাধারণত কোথায় জন্মে?,44
Ulothrix-এর অধিকাংশ প্রজাতি কোন পরিবেশে জন্মে?,44
Ulothrix-এর কতটি প্রজাতি আছে এবং এর মধ্যে কতটি সামুদ্রিক?,44
Ulothrix-এর বাসস্থান কোথায়?,44
Ulothrix-এর সামুদ্রিক প্রজাতি মিঠা পানির প্রজাতি থেকে কীভাবে আলাদা হতে পারে?,44
U. simplex-এর আবিষ্কারক কে?,45
Ulothrix ফিলামেন্টের গোড়ার কোষটি অন্যান্য কোষ থেকে কীভাবে আলাদা?,45
Ulothrix-এ holdfast কী?,45
Ulothrix-এ হোল্ডফাস্ট কী এবং এর কাজ কী?,45
Ulothrix-এর কোষে নিউক্লিয়াস ও ক্লোরোপ্লাস্টের অবস্থান বর্ণনা করো।,45
Ulothrix-এর ক্লোরোপ্লাস্টের আকৃতি কেমন?,45
Ulothrix-এর দৈহিক গঠনের বিস্তারিত বর্ণনা দাও।,45
Ulothrix-কে 'ফিলামেন্টাস শৈবাল' বলা হয় কেন?,45
বাংলাদেশে বর্ণিত Ulothrix-এর একটি প্রজাতির নাম লেখ।,45
Palmella stage কী?,46
Ulothrix কী কী উপায়ে জনন করে?,46
Ulothrix কোন কোন পদ্ধতিতে বংশবৃদ্ধি করে?,46
Ulothrix-এ sexual union কোন ধরনের?,46
Ulothrix-এ অযৌন জননে জুস্পোর কীভাবে তৈরি হয় এবং মুক্ত হয়?,46
Ulothrix-এ জাইগোস্পোর কীভাবে তৈরি হয় এবং প্রতিকূল পরিবেশে কী ভূমিকা রাখে?,46
Ulothrix-এ যৌন জনন কীভাবে ঘটে — আইসোগ্যামাস না অ্যানাইসোগ্যামাস?,46
Ulothrix-এর অঙ্গজ জনন কীভাবে হয়?,46
Ulothrix-এর অঙ্গজ জনন খণ্ডায়নের মাধ্যমে ঘটে — এটি ব্যাখ্যা করো।,46
Ulothrix-এর জীবনচক্র কী ধরনের?,46
Ulothrix-এর জুস্পোর কেমন হয়?,46
মানবজীবনে শৈবালের গুরুত্ব কেন বেশি?,47
শৈবালের অর্থনৈতিক গুরুত্ব কী?,47
Anabaena azollae কীভাবে কৃষিতে সহায়তা করে?,48
কোন কোন শৈবাল মাটিতে নাইট্রোজেন সংবন্ধন করে? এদের নাম ও ভূমিকা লিখো।,48
জলাশয়ের food chain-এ শৈবালের ভূমিকা কী?,48
মানুষের খাদ্য হিসেবে শৈবালের ভূমিকা কী?,48
শৈবাল খাদ্য হিসেবে ব্যবহারের উদাহরণ দাও।,48
শৈবাল জলজ বাস্তুতন্ত্রে 'উৎপাদক' হিসেবে কী ভূমিকা পালন করে?,48
শৈবাল বায়ুমণ্ডলে অক্সিজেন যোগ করে — এর প্রক্রিয়া ও গুরুত্ব বর্ণনা করো।,48
শৈবালকে কেন second generation biofuel বলা হয়?,48
শৈবালের উপকারী ভূমিকা লিখ।,48
সামুদ্রিক শৈবাল পরিবেশ রক্ষায় কী ভূমিকা রাখে?,48
Cephaleuros virescens কী ধরনের ক্ষতি করে?,49
Cephaleuros virescens কোন কোন গাছে রোগ সৃষ্টি করে?,49
ওয়াটার ব্লুম (Water Bloom) কী এবং এটি কোন শৈবালের কারণে হয়?,49
ওয়াটার ব্লুম জলাধার ও জলজ প্রাণীর জন্য কীভাবে ক্ষতিকর?,49
নীলাভ-সবুজ শৈবাল কীভাবে রাস্তাঘাট পিচ্ছিল করে?,49
শৈবাল কীভাবে উদ্ভিদের রোগ সৃষ্টি করতে পারে — উদাহরণসহ ব্যাখ্যা করো।,49
শৈবালের অপকারী ভূমিকা লিখ।,49
শৈবালের উপকারী ও অপকারী ভূমিকার মধ্যে তুলনামূলক আলোচনা করো।,49
Fungi শব্দের বাংলা প্রতিশব্দ কী এবং Fungus ও Fungi-এর মধ্যে পার্থক্য কী?,50
Mycology কী?,50
ছত্রাক কাকে বলে?,50
ছত্রাক শোষণ প্রক্রিয়ায় পুষ্টি গ্রহণ করে — এটি কীভাবে কাজ করে?,50
ছত্রাক সুকেন্দ্রিক জীব — এর অর্থ ও তাৎপর্য কী?,50
ছত্রাক হেটেরোট্রফিক কেন এবং এটি খাদ্য কীভাবে সংগ্রহ করে?,50
ছত্রাককে কেন heterotrophic বলা হয়?,50
পৃথিবীর সবচেয়ে বড় জীব হিসেবে কোন মধু ছত্রাক পরিচিত?,50
মাইসেলিয়াম ও হাইফা বলতে কী বোঝায়?,50
অন্ধকারাচ্ছন্ন ও ছায়াযুক্ত স্থানে ছত্রাক বেশি জন্মানোর কারণ কী?,51
ছত্রাক কোথায় কোথায় জন্মাতে পারে?,51
ছত্রাক পচনশীল জীবদেহে কেন বেশি জন্মায়?,51
ছত্রাক বৃদ্ধিতে আর্দ্রতা ও উষ্ণতার ভূমিকা কী?,51
ছত্রাক সাধারণত কোন পরিবেশে ভালো জন্মায়?,51
ছত্রাকের উপযোগী বাসস্থান কেমন?,51
ছত্রাকের জন্য আদর্শ পরিবেশ কেমন হওয়া উচিত?,51
ছত্রাকের বাসস্থান শৈবাল থেকে কীভাবে আলাদা?,51
ছত্রাক কেন সালোকসংশ্লেষণ করতে পারে না?,52
"ছত্রাক মৃতজীবী, পরজীবী ও মিথোজীবী — প্রতিটি পুষ্টি পদ্ধতি ব্যাখ্যা করো।",52
ছত্রাককে 'অপুষ্পক' বলার কারণ কী?,52
ছত্রাকের অযৌন ও যৌন জনন পদ্ধতির সংক্ষিপ্ত বর্ণনা দাও।,52
ছত্রাকের কোষপ্রাচীর কী দিয়ে গঠিত?,52
ছত্রাকের কোষে কাইটিনের ভূমিকা কী?,52
ছত্রাকের থ্যালাস সাধারণত haploid কেন বলা হয়?,52
ছত্রাকের প্রধান বৈশিষ্ট্যগুলো লিখো।,52
ছত্রাকের বৈশিষ্ট্য লিখ।,52
ছত্রাকের সঞ্চিত খাদ্য কী?,52
ছত্রাকের দৈহিক গঠনে হাইফার ভূমিকা কী?,53
মাইকোরাইজা কাকে বলে?,53
মাইসেলিয়াম কীভাবে গঠিত হয়?,53
রাইজয়েড ও হস্টোরিয়ামের কাজের পার্থক্য কী?,53
রাইজোমর্ফ কী এবং এটি কোন ছত্রাকে দেখা যায়?,53
সিনোসাইটিক মাইসেলিয়াম কাকে বলে?,53
সেপ্টেট ও অ্যাসেপ্টেট হাইফার মধ্যে পার্থক্য কী?,53
হস্টোরিয়াম কী কাজ করে?,53
হাইফা (Hypha) ও হাইফি (Hyphae) বলতে কী বোঝায়?,53
"হাইফা, সেপ্টা ও মাইসেলিয়াম কী?",53
Ergosterol ছত্রাককোষে কোথায় পাওয়া যায় এবং এর গুরুত্ব কী?,54
কাইটিনের রাসায়নিক প্রকৃতি কী এবং ছত্রাকের কোষপ্রাচীরে এর ভূমিকা কী?,54
ছত্রাক কীভাবে খাদ্য গ্রহণ করে?,54
ছত্রাককোষে নিউক্লিয়াসের গঠন কেমন?,54
ছত্রাকে প্লাস্টিড থাকে কি?,54
ছত্রাকের কোষঝিল্লির প্রধান উপাদান কী?,54
ছত্রাকের কোষঝিল্লির মুখ্য উপাদান কী এবং এর বিশেষত্ব কী?,54
ছত্রাকের কোষপ্রাচীর কী দিয়ে তৈরি এবং এর কাজ কী?,54
ছত্রাকের কোষীয় গঠন লিখ।,54
Ascomycota-তে কোথায় ascospore তৈরি হয়?,55
Synchytrium উদাহরণটি হলোকার্পিক ছত্রাকের ক্ষেত্রে কেন প্রযোজ্য?,55
কনিডিয়া কী?,55
ক্ল্যামাইডোস্পোর কাকে বলে?,55
ছত্রাকে অঙ্গজ জনন কোন কোন পদ্ধতিতে ঘটে?,55
ছত্রাকের অযৌন জনন ও যৌন জনন কোন পরিবেশে বেশি ঘটে?,55
ছত্রাকের জনন কত প্রকার ও কী কী?,55
ছত্রাকের যৌন জনন কীভাবে ঘটে — গ্যামিট ও গ্যামিটাঞ্জিয়ামের ভূমিকা কী?,55
প্লাজমোগ্যামি ও ক্যারিওগ্যামি কী?,55
হলোকার্পিক ও ইউকার্পিক ছত্রাকের মধ্যে পার্থক্য কী?,55
ছত্রাকের গুরুত্ব কী?,56
মানবজীবনে ছত্রাকের গুরুত্ব আলোচনা কর।,56
Cyclosporin কোন কাজে ব্যবহৃত হয়?,57
Gibberellin কোন ছত্রাক থেকে পাওয়া যায়?,57
Penicillin কোন ছত্রাক থেকে পাওয়া যায়?,57
Saccharomyces (ইস্ট) শিল্পক্ষেত্রে কী কাজে লাগে?,57
খাদ্য হিসেবে ব্যবহৃত ছত্রাকের উদাহরণ দাও।,57
ছত্রাক থেকে কোন কোন ওষুধ তৈরি হয়? নাম ও উৎস উল্লেখ করো।,57
ছত্রাক পচনক্রিয়ায় কী ভূমিকা রাখে এবং এটি কীভাবে পরিবেশের জন্য উপকারী?,57
ছত্রাকের উপকারী প্রভাব লিখ।,57
পেনিসিলিন কোন ছত্রাক থেকে তৈরি হয় এবং এর চিকিৎসাগত গুরুত্ব কী?,57
বায়োরিমেডিয়েশনে ছত্রাকের ভূমিকা কী?,57
Aspergillus flavus কী ধরনের ক্ষতি করে?,58
Aspergillus flavus কীভাবে ক্ষতিকর?,58
Candidiasis কোন জীবাণুর কারণে হয়?,58
